Epoch,r,Train_Loss,Train_Accuracy,Test_Accuracy,Test_Loss
2,0.5,2.9007453762966655,27.512,31.37,2.6918219183660614
3,0.5,2.6067429463881666,33.528,35.79,2.462419001160154
4,0.5,2.4161886467653164,37.87,38.86,2.330471429855201
5,0.5,2.271530032157898,40.94,41.37,2.215693309808233
6,0.5,2.154988621354408,43.582,43.78,2.1225031576338846
7,0.5,2.0674937211948894,45.514,43.91,2.128729558294746
8,0.5,1.9862348789449238,47.274,45.98,2.0264372567462314
9,0.5,1.9171913246364545,49.046,47.21,1.9694034066169885
10,0.5,1.8584581715676485,50.222,48.03,1.9359030966546125
11,0.5,1.8005563471933155,51.734,48.41,1.9098177054885086
12,0.5,1.7507802876060272,52.966,49.77,1.8621882367285953
13,0.5,1.706021490761691,53.922,49.74,1.8539878008471933
14,0.5,1.6634671197218054,55.07,50.63,1.8312960065853823
15,0.5,1.6209198090121568,56.094,51.21,1.7920250604107122
16,0.5,1.58459377547969,56.918,51.82,1.7710912979332505
17,0.5,1.548925607710543,57.888,52.25,1.7542976756004771
18,0.5,1.5142457225286137,58.768,52.76,1.7368453611993486
19,0.5,1.4827902540373985,59.6,52.96,1.726831982090215
20,0.5,1.4543719357999085,60.176,53.37,1.7085057436280948
21,0.5,1.4259327345187096,60.974,53.66,1.7124485369700535
22,0.5,1.3975652722294067,61.654,54.23,1.6864160853586379
23,0.5,1.3693522041868371,62.13,54.58,1.671238641830007
24,0.5,1.3471782241026153,62.828,55.02,1.664950259172233
25,0.5,1.3203621097385425,63.624,54.88,1.6593166096195293
26,0.5,1.3013498998816362,64.27,55.45,1.64669633519118
27,0.5,1.27595645456058,64.87,55.67,1.6333201804738136
28,0.5,1.2494994982734056,65.558,55.66,1.6352675963359273
29,0.5,1.2304076927397258,65.95,55.73,1.6302024505700274
30,0.5,1.2134620868184072,66.268,55.84,1.6421275928521613
31,0.5,1.1910740959522363,67.22,56.42,1.6130712411965533
32,0.5,1.1733181094726943,67.352,56.87,1.5974860897489414
33,0.5,1.1540627348453492,68.172,56.56,1.5976567906179246
34,0.5,1.1351215373677062,68.474,56.98,1.592572977588435
35,0.5,1.1167463706734846,69.13,57.17,1.5840721160742888
36,0.5,1.1017237050301583,69.3,56.99,1.578643879313378
37,0.5,1.0765732367477758,70.172,57.6,1.5733912454289236
38,0.5,1.0673582106447586,70.516,58.21,1.55503642634981
39,0.5,1.0484891264030085,70.734,57.65,1.567373383576703
40,0.5,1.0347647209606512,71.106,57.58,1.5571678163139684
41,0.5,1.0160755432780137,71.882,57.77,1.560344746917676
42,0.5,1.0085203806914942,72.076,58.49,1.5438502905475107
43,0.5,0.9923300884873666,72.21,57.8,1.5557646386942285
44,0.5,0.9734964026971851,73.012,57.59,1.5689104438587358
45,0.5,0.9618673779622978,73.242,58.61,1.5470024552314905
46,0.5,0.9510279585943198,73.492,58.43,1.540963193033911
47,0.5,0.9368437488213219,73.966,58.57,1.538415468802118
48,0.5,0.9191116225688963,74.56,58.47,1.5425228267718272
49,0.5,0.9084033384499952,74.736,58.65,1.543041182171767
50,0.5,0.8939174260477276,75.264,58.65,1.5375752293380203
51,0.5,0.882686991940069,75.596,58.49,1.5379210448568794
52,0.5,0.8689437460563981,76.078,58.45,1.5306991832271504
53,0.5,0.8562861637538656,76.24,58.83,1.5221549906548422
54,0.5,0.8445171359402445,76.606,59.19,1.524092457476695
55,0.5,0.8341666602188974,77.024,59.16,1.5337917645266101
56,0.5,0.8202579474205252,77.26,58.71,1.5287346893055425
57,0.5,0.8106571884487596,77.518,59.24,1.523527630954791
58,0.5,0.7987180929583357,77.992,59.43,1.5259748404952371
59,0.5,0.7847456454163622,78.418,59.15,1.533948996644111
60,0.5,0.7784567142996337,78.59,59.77,1.5209260252630634
61,0.5,0.7643364295172874,78.848,59.55,1.5232696400326529
62,0.5,0.7521624059399681,79.258,59.48,1.5242257304252333
63,0.5,0.7408508205657724,79.692,59.32,1.521845377934207
64,0.5,0.7350365586216797,79.578,59.75,1.5207452572834719
65,0.5,0.725000555367421,80.0,59.44,1.5235644878855177
66,0.5,0.7141018934414515,80.536,59.63,1.520894334574414
67,0.5,0.7039802326723132,80.514,59.6,1.5262120817876925
68,0.5,0.6916462955115091,81.094,59.69,1.5240793911514767
69,0.5,0.6840181192549903,81.342,59.49,1.526522599208127
70,0.5,0.6827986926755027,81.366,59.9,1.521185377600846
71,0.5,0.6656017712010142,81.842,59.86,1.5207583809354503
72,0.5,0.6567553374773402,82.182,59.68,1.5241842463517645
73,0.5,0.646236444678148,82.562,59.7,1.5333454073614377
74,0.5,0.6348728827198448,82.724,60.04,1.51680466931337
75,0.5,0.6313138120162213,82.978,59.69,1.52013218630651
76,0.5,0.6235418443179801,83.184,59.93,1.529700197991292
77,0.5,0.6200044372731157,83.188,60.25,1.5261805065118583
78,0.5,0.6036162570385677,83.82,59.87,1.5260274926568294
79,0.5,0.5961500817095228,83.848,59.8,1.5211985859141988
80,0.5,0.5876856687123818,84.212,59.86,1.5377581180280941
81,0.5,0.5839703196226178,84.248,60.05,1.5267987220909944
82,0.5,0.5713804739210612,84.92,59.91,1.5343075618622408
83,0.5,0.5698685710463682,84.83,60.32,1.5311423133892619
84,0.5,0.5588293728011343,84.95,60.45,1.5263555243516425
85,0.5,0.5488711016638504,85.252,59.92,1.5265342114837306
86,0.5,0.5405189040143167,85.742,60.02,1.535870658743913
87,0.5,0.5341970115671377,85.908,60.0,1.5439088276237438
88,0.5,0.5275015547452375,86.096,60.19,1.541808210360776
89,0.5,0.5180754428705596,86.544,60.23,1.5417965726487954
90,0.5,0.5151308443768859,86.436,60.17,1.5492609333080851
91,0.5,0.5053433360879683,86.78,60.0,1.552399340328897
92,0.5,0.4994003090940778,86.868,60.12,1.5404778305132678
93,0.5,0.4912840803260998,87.106,60.37,1.5414323373964638
94,0.5,0.48690934155298315,87.072,60.11,1.5398481905840005
95,0.5,0.4794241536570632,87.47,60.44,1.5412768197667068
96,0.5,0.4708321376148697,87.858,60.44,1.5478093719026844
97,0.5,0.4698137365033864,87.754,60.41,1.539889708825737
98,0.5,0.45652260991466015,88.178,60.3,1.5549809989655854
99,0.5,0.44994474815971713,88.386,60.35,1.5490187406539917
100,0.5,0.44597795498950404,88.47,60.42,1.5488637746519345
1,0.75,3.5079969338443884,16.72,25.89,3.007003603467516
2,0.75,2.863983157650589,28.578,30.96,2.687727938791749
3,0.75,2.5622520009270104,34.562,36.71,2.4547311530751026
4,0.75,2.363587764980238,38.878,41.02,2.249363449728413
5,0.75,2.215611951125552,42.304,43.4,2.1476255207304744
6,0.75,2.1091296541721314,44.642,44.08,2.1027732009341005
7,0.75,2.0147305135531806,46.746,45.97,2.023158217691312
8,0.75,1.9348627101734777,48.398,47.15,1.9825514304410121
9,0.75,1.8655946329426583,50.04,47.93,1.927364459462986
10,0.75,1.8059787210601066,51.476,49.14,1.8947655159956331
11,0.75,1.750671988710418,52.978,49.74,1.8781594220240405
12,0.75,1.702084548333112,54.142,50.61,1.829343004591146
13,0.75,1.6543442541376099,55.146,51.27,1.8105521809523273
14,0.75,1.612535721963019,56.264,51.07,1.8105282472197417
15,0.75,1.5757532107555652,57.012,52.38,1.7574270584021405
16,0.75,1.5334818061355435,58.226,52.8,1.7425574891886133
17,0.75,1.4988857634232173,59.04,53.29,1.7130801541030787
18,0.75,1.468236597526409,59.988,53.9,1.7180339644668967
19,0.75,1.443922924568586,60.36,54.05,1.690215614191286
20,0.75,1.4080430686931171,61.282,54.39,1.6782571426622428
21,0.75,1.3823698144739547,62.036,54.48,1.672774802347657
22,0.75,1.3517527046715816,62.804,55.52,1.6441091595181994
23,0.75,1.3301511580681862,63.312,55.17,1.6408390998840332
24,0.75,1.3001142120574747,64.176,55.81,1.6312513860167972
25,0.75,1.277110499494216,64.542,56.36,1.6159012469516438
26,0.75,1.250900482963723,65.424,56.3,1.6067943778007654
27,0.75,1.2342900373136905,65.784,55.81,1.613220968064229
28,0.75,1.2113282864203538,66.642,56.22,1.5991142836345988
29,0.75,1.1898554476630656,67.226,56.35,1.5938849654167322
30,0.75,1.169726500806906,67.548,56.91,1.5761035665584977
31,0.75,1.150319804925748,68.086,57.31,1.5766364039888807
32,0.75,1.1359370537578601,68.536,57.3,1.577828578888231
33,0.75,1.1191045588544568,68.976,57.36,1.564887449240229
34,0.75,1.0939761612878736,69.586,57.54,1.5619115130916523
35,0.75,1.082145550214421,69.992,57.82,1.5572068546987643
36,0.75,1.0595885390210944,70.526,57.37,1.564706947393478
37,0.75,1.0418862161581472,71.334,58.15,1.5583363513278354
38,0.75,1.0259267835665846,71.68,58.13,1.543957791510661
39,0.75,1.0088768061393363,71.954,57.88,1.547820848264512
40,0.75,0.9961242636146448,72.226,58.23,1.5474897881222378
41,0.75,0.9761857617541653,72.928,58.43,1.5279823245516249
42,0.75,0.967409641389042,73.2,58.69,1.5299761553478848
43,0.75,0.9524647672005626,73.608,58.84,1.5282795782301837
44,0.75,0.9389148231052682,74.06,58.81,1.5370290636257002
45,0.75,0.922002040821573,74.498,58.73,1.5252455119874067
46,0.75,0.9112717058042736,74.83,58.99,1.5216645511092655
47,0.75,0.8941291768075256,75.162,58.9,1.5268645385268387
48,0.75,0.8807015384325896,75.488,58.9,1.5180903976889932
49,0.75,0.869296797096272,75.844,59.38,1.5158918579672551
50,0.75,0.855623589909595,76.45,58.67,1.5265457952857777
51,0.75,0.8421136281831795,76.472,59.76,1.5167147365345317
52,0.75,0.8301409135008102,77.14,59.64,1.5091770325496698
53,0.75,0.8174057300285915,77.372,59.64,1.510666274720696
54,0.75,0.8099249680252636,77.61,59.68,1.5082997630356223
55,0.75,0.7968756885022459,77.86,59.37,1.5179350854484899
56,0.75,0.7846258536476614,78.274,59.45,1.5142687331339357
57,0.75,0.778690801290295,78.566,59.79,1.5067208842107445
58,0.75,0.7631107136187956,78.766,60.17,1.510966195422373
59,0.75,0.7530445589891175,79.122,59.55,1.5131971160317683
60,0.75,0.7402978220482921,79.5,59.89,1.5107364145813473
61,0.75,0.7312995262463075,79.882,60.28,1.5052333523513406
62,0.75,0.7183718839493554,80.238,59.9,1.5062263877528488
63,0.75,0.7116641285245681,80.578,59.93,1.5206778968215748
64,0.75,0.6999957980326069,80.784,59.86,1.5153788290206034
65,0.75,0.6924628596705245,81.072,60.13,1.5079945576418736
66,0.75,0.6793908197099291,81.454,59.92,1.5151716744064525
67,0.75,0.6708257343534314,81.632,60.03,1.5022687205843106
68,0.75,0.6597885123604094,82.074,60.09,1.515171821709651
69,0.75,0.6526720839007126,82.162,60.01,1.5162558904878654
70,0.75,0.6411410466484402,82.596,60.07,1.5091033167899794
71,0.75,0.6295064744132254,82.972,60.2,1.5112868718280914
72,0.75,0.6259256755680684,83.028,60.11,1.5159300774525686
73,0.75,0.6183980622559863,83.216,60.22,1.5134052736744
74,0.75,0.6068827132968342,83.694,60.27,1.5061964745734149
75,0.75,0.6026623083273773,83.806,60.19,1.5244419316577305
76,0.75,0.5985082204994339,83.868,60.09,1.519125434243755
77,0.75,0.5800346745859326,84.336,60.3,1.5120521051109217
78,0.75,0.5754469475325417,84.592,60.49,1.5166775428565444
79,0.75,0.5671589632930658,84.848,60.72,1.512342081707754
80,0.75,0.5653501936541799,84.896,60.04,1.5234366875545235
81,0.75,0.5481515221316796,85.324,60.29,1.5179732126794803
82,0.75,0.5453381915302837,85.542,60.42,1.5207809486966224
83,0.75,0.5375345927446394,85.664,60.11,1.5318530668878252
84,0.75,0.530575612431292,85.974,60.18,1.5272450078824522
85,0.75,0.5185560172476122,86.314,60.27,1.5228834319266544
86,0.75,0.5145874299737804,86.56,60.49,1.519108589287776
87,0.75,0.5102976251898519,86.512,60.46,1.5237145951599071
88,0.75,0.5007097797130075,86.878,60.42,1.5263659737672015
89,0.75,0.4877149155720725,87.23,60.13,1.5383714152749177
90,0.75,0.48675002382539423,87.438,60.09,1.531296663982853
91,0.75,0.4794169843120648,87.572,60.63,1.530290747524067
92,0.75,0.47277734135194205,87.756,60.73,1.5310749176201548
93,0.75,0.46867497499717775,87.854,60.4,1.532090233389739
94,0.75,0.4610870385261448,88.07,60.31,1.539829179359849
95,0.75,0.4594306021814456,88.268,60.82,1.5287074226482658
96,0.75,0.44487979259256205,88.64,60.43,1.5370491659565337
97,0.75,0.4370984759781977,88.818,60.74,1.5448843388800408
98,0.75,0.4369946971459462,88.842,60.62,1.5405397627763688
99,0.75,0.43152190270402546,88.886,60.37,1.5443488082308678
100,0.75,0.4235137262193443,89.444,60.34,1.5518478007073615
1,1,3.5136250815428127,16.788,25.31,3.032359027558831
2,1,2.8236614758401273,29.4,32.94,2.615765056792338
3,1,2.5084814471966776,35.714,37.79,2.391778855566766
4,1,2.314883204219896,39.888,41.63,2.232182807983107
5,1,2.162563278394587,43.18,44.69,2.093044426790468
6,1,2.0465189724627053,45.888,46.15,2.0178604255056687
7,1,1.94686886447165,48.242,47.98,1.9385944270783928
8,1,1.8558479651160862,50.364,49.18,1.8777247986216454
9,1,1.7883513292388233,52.128,50.11,1.85139911493678
10,1,1.723124443722503,53.452,50.82,1.803068091914912
11,1,1.66565221898696,54.826,51.77,1.769979710032226
12,1,1.6108054440954458,56.284,52.73,1.7454995410457539
13,1,1.5701661503223507,57.318,52.85,1.7399249129993901
14,1,1.517994506889597,58.498,53.65,1.6946334018828764
15,1,1.477482408285141,59.662,54.26,1.6771741930846196
16,1,1.441494314719344,60.45,54.62,1.659283713929972
17,1,1.4068334394556177,61.266,54.7,1.6330927109262745
18,1,1.3679121738047246,62.42,55.0,1.6199705274241745
19,1,1.3311876949599333,63.578,55.48,1.6226442224660498
20,1,1.2990910420027535,64.218,55.97,1.5904249385663658
21,1,1.276793639601954,64.854,56.42,1.582594530597614
22,1,1.2417817790337535,65.68,56.62,1.5702221803604417
23,1,1.2226473863624856,66.246,56.66,1.5709611906367502
24,1,1.194051602612371,66.91,57.38,1.563511099025702
25,1,1.1629064450483493,67.846,57.36,1.5455669756907566
26,1,1.141222478788527,68.3,57.6,1.5332900748890677
27,1,1.121564988742399,69.03,57.96,1.5237186106906575
28,1,1.0959553868721819,69.634,58.46,1.5063217194976322
29,1,1.076804336684439,70.23,58.26,1.520384336732755
30,1,1.0578067747070967,70.706,58.24,1.5170913031146784
31,1,1.0327959783241878,71.61,58.26,1.504841876637404
32,1,1.017927906168696,71.958,58.7,1.505128601554093
33,1,0.9950248068555847,72.676,58.75,1.4862258905058454
34,1,0.9783624986096111,72.846,59.16,1.480804265684383
35,1,0.9653026405197885,73.338,59.27,1.4813171093630944
36,1,0.9371955739262768,74.01,59.01,1.4787465671824802
37,1,0.9201998597825579,74.6,59.37,1.478375117490246
38,1,0.909071689600225,74.748,59.06,1.4844521656157865
39,1,0.8870677964766617,75.64,59.75,1.4663828956853053
